question,prompt,generated_text,pred_answer,gold_answer,is_correct
Which of the following is true according to the passage above?,"Question: Which of the following is true according to the passage above? 

Options:
A) The little girl was frightened as well as seriously hurt.
B) The doctor did not trust the short man and disliked him.
C) The short man willingly paid the little girl's family a hundred pounds.
D) The doctor was present at the spot to see what was wrong with the little girl.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following is true according to the passage above? 

Options:
A) The little girl was frightened as well as seriously hurt.
B) The doctor did not trust the short man and disliked him.
C) The short man willingly paid the little girl's family a hundred pounds.
D) The doctor was present at the spot to see what was wrong with the little girl.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
"Which of the following makes Enfield, the narrator of the story, puzzled most?","Question: Which of the following makes Enfield, the narrator of the story, puzzled most? 

Options:
A) The doctor's attitude towards the short man.
B) The validity of the cheque accepted by the bank.
C) The name on the cheque the short man produced.
D) The short man's attitude towards what he had done.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following makes Enfield, the narrator of the story, puzzled most? 

Options:
A) The doctor's attitude towards the short man.
B) The validity of the cheque accepted by the bank.
C) The name on the cheque the short man produced.
D) The short man's attitude towards what he had done.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,C,False
The cheque was written by   _  .,"Question: The cheque was written by   _  . 

Options:
A) Mr. Utterson, an upright lawyer
B) Mr. Jekyll, a well-known doctor
C) Doctor Lanyon, Mr. Jekyll's friend
D) Mr. Hyde, the short man mentioned in the passage above

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The cheque was written by   _  . 

Options:
A) Mr. Utterson, an upright lawyer
B) Mr. Jekyll, a well-known doctor
C) Doctor Lanyon, Mr. Jekyll's friend
D) Mr. Hyde, the short man mentioned in the passage above

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
Which of the followings is the sightseeing of Historic Bridgetown?,"Question: Which of the followings is the sightseeing of Historic Bridgetown? 

Options:
A) Traditional houses and rocky caves.
B) Beautiful houses and nature paths.
C) Old churches and splendid yachts.
D) Landmarks and tropical plants.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the followings is the sightseeing of Historic Bridgetown? 

Options:
A) Traditional houses and rocky caves.
B) Beautiful houses and nature paths.
C) Old churches and splendid yachts.
D) Landmarks and tropical plants.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,C,True
According to the passage Botanical Garden   _,"Question: According to the passage Botanical Garden   _ 

Options:
A) can make tours dangerous with rocky caves
B) is full of tropical plants and landmarks
C) will cost travelers lots of money
D) may attract lovers of nature

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: According to the passage Botanical Garden   _ 

Options:
A) can make tours dangerous with rocky caves
B) is full of tropical plants and landmarks
C) will cost travelers lots of money
D) may attract lovers of nature

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,D,False
"If travelers prefer something risky in Barbados, they may   _  .","Question: If travelers prefer something risky in Barbados, they may   _  . 

Options:
A) have a guided island tour
B) see the Botanical Garden
C) go to Historic Bridgetown
D) try a rental drive adventure

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: If travelers prefer something risky in Barbados, they may   _  . 

Options:
A) have a guided island tour
B) see the Botanical Garden
C) go to Historic Bridgetown
D) try a rental drive adventure

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,D,False
What should be the best title for the passage?,"Question: What should be the best title for the passage? 

Options:
A) A Car Adventure of Touring Barbados with Fun
B) An Island of Historical Appeal as One Expects
C) Barbados-A Wonderful Place for Sightseeing
D) Return to Nature, Know More of the Bajans

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What should be the best title for the passage? 

Options:
A) A Car Adventure of Touring Barbados with Fun
B) An Island of Historical Appeal as One Expects
C) Barbados-A Wonderful Place for Sightseeing
D) Return to Nature, Know More of the Bajans

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,C,True
Christmas Day is  _  .,"Question: Christmas Day is  _  . 

Options:
A) the birthday of Jesus Christ
B) the only day for giving presents
C) the only day for receiving presents
D) the day for playing games

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Christmas Day is  _  . 

Options:
A) the birthday of Jesus Christ
B) the only day for giving presents
C) the only day for receiving presents
D) the day for playing games

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,A,False
What do all the British children do on Christmas Eve in the story?,"Question: What do all the British children do on Christmas Eve in the story? 

Options:
A) They talk all the night.
B) They sing and dance.
C) They put their stockings at the end of their beds.
D) They won't sleep until Father Christmas comes.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What do all the British children do on Christmas Eve in the story? 

Options:
A) They talk all the night.
B) They sing and dance.
C) They put their stockings at the end of their beds.
D) They won't sleep until Father Christmas comes.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,C,True
"""Santa Claus""is another way of saying  _  .","Question: ""Santa Claus""is another way of saying  _  . 

Options:
A) Christmas Day
B) Christmas presents
C) Christmas Eve
D) Father Christmas

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: ""Santa Claus""is another way of saying  _  . 

Options:
A) Christmas Day
B) Christmas presents
C) Christmas Eve
D) Father Christmas

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,D,False
From the story we know that on Christmas Day children feel very happy because they can receive  _  .,"Question: From the story we know that on Christmas Day children feel very happy because they can receive  _  . 

Options:
A) red clothes
B) stockings
C) presents
D) food

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: From the story we know that on Christmas Day children feel very happy because they can receive  _  . 

Options:
A) red clothes
B) stockings
C) presents
D) food

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,C,True
Which of the following things is NOT included in both recipes?,"Question: Which of the following things is NOT included in both recipes? 

Options:
A) Sugar
B) Ice
C) Plastic bag
D) Nuts

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following things is NOT included in both recipes? 

Options:
A) Sugar
B) Ice
C) Plastic bag
D) Nuts

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,D,False
Which of the following statements about the second parent is TRUE?,"Question: Which of the following statements about the second parent is TRUE? 

Options:
A) He/ She doesn't agree with the first parent.
B) He/ She doesn't think five minutes is enough
C) He/ She doesn't like cocoa better than nuts.
D) He/ She doesn't think the chocolaty tastes bad.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following statements about the second parent is TRUE? 

Options:
A) He/ She doesn't agree with the first parent.
B) He/ She doesn't think five minutes is enough
C) He/ She doesn't like cocoa better than nuts.
D) He/ She doesn't think the chocolaty tastes bad.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,D,False
What is the purpose of the text?,"Question: What is the purpose of the text? 

Options:
A) To describe different types of El-E.
B) To predict the development of El-E.
C) To introduce the functions of El-E.
D) To stress the importance of El-E.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What is the purpose of the text? 

Options:
A) To describe different types of El-E.
B) To predict the development of El-E.
C) To introduce the functions of El-E.
D) To stress the importance of El-E.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,C,False
